id,name,technologies,platforms,numRegistrants,REGISTRANTS,numSubmitters,SUBMISSIONS,duration,prizes,winners,Challenge_Overview
30092990,"topcoder
public
challenge
load
direct
url
","['ReactJS', 'JavaScript', 'Node.js']",['Other'],12,"akinwale
nauhil
LieutenantRoger
ohrz
menji
para3424
jankyzhang
gets0ul
Serious_Sam_3
sathishtc
wangchong756
krisjen",3,"nauhil
akinwale
menji",863635254,[150.0],['akinwale'],"challenge
objective
fix
ticket
http
project
background
process
migrate
many
legacy
page
platform
new
community
app
repo
base
new
technology
stack
improve
overall
user
experience
series
challenge
target
public
profile
page
profile
setting
page
base
new
design
attach
challenge
forum
available
registration
technology
stack
javascript
code
access
work
do
community
app
repo
branch
topcoder
react
lib
repo
develop
branch
important
note
follow
best
practice
establish
repository
use
library
http
current
reactjs
base
app
part
challenge
submission
also
improve
http
update
properly
use
redux
properly
split
code
reusable
react
component
conveniently
group
inside
folder
structure
violate
eslint
rule
js
code
stylelint
rule
scss
properly
use
style
use
sc
variable
mixins
global
stylesheets
especially
relate
color
font
etc
break
exist
unit
test
etc
doubt
hesitate
ask
clarification
challenge
forum
"
30092759,"topcoder
add
dropin
submission
review
app
","['ReactJS', 'Node.js']",['NodeJS'],9,"mulish
akinwale
antjohns
krisjen
agnelvishal
codingdrone
allenjuly7
sathishtc
Adam3",3,"antjohns
akinwale
codingdrone",863700000,[120.0],['akinwale'],"challenge
objective
add
check
health
dropin
submission
review
ui
app
add
check
health
dropin
submission
review
api
tech
stack
project
background
process
create
new
app
help
challenge
member
view
submission
associate
review
result
order
improve
overall
user
experience
platform
code
access
repo
http
branch
develop
repo
http
branch
develop
detailed
requirement
part
challenge
add
follow
health
check
dropin
http
submission
app
ui
api
feel
free
ask
challenge
forum
question
submit
submit
git
patch
late
commit
develop
branch
repo
provide
instruction
apply
patch
make
sure
note
exact
commit
"
30077850,"sparck
selenium
base
test
use
jenkins
",['Node.js'],['NodeJS'],17,"talesforce
code_now
drasticdpk
pun_aga
menji
anuradev
krisjen
phoenix103
manasa6
jankyzhang
vvvpig
onsky
hruuhu
unhappyaki
phoenix1992
tuxing
ShindouHikaru",1,vvvpig,863700000,[200.0],['vvvpig'],"challenge
objective
create
jenkinsfile
build
test
nodejs
base
selenium
test
script
verification
purpose
also
create
simple
test
script
project
background
angular
app
client
want
test
test
entire
app
specific
aspect
client
intend
run
test
script
jenkins
pipeline
technology
stack
jenkins
version
selenium
google
chrome
late
mocha
chai
nodejs
version
code
access
code
contest
write
simple
script
well
jenkinsfile
share
angular
app
thus
create
simple
test
script
see
requirement
individual
requirement
create
simple
test
script
use
nodejs
mocha
chai
selenium
webdriverio
also
ok
write
simple
script
open
website
verifies
title
design
build
high
quality
software
crowdsourcing
topcoder
create
jenkinsfile
client
use
jenkins
pipeline
run
test
provide
jenkinsfile
use
run
pipeline
test
script
create
first
requirement
test
stage
jenkinsfile
pipeline
succeed
test
run
deployment
guide
validation
document
deployment
guide
deployment
guide
detail
dependency
instal
describe
exactly
setup
jenkins
job
use
jenkinsfile
create
assume
jenkins
instal
fresh
plugins
instal
please
specify
well
please
provide
instruction
ubuntu
os
mac
o
window
also
specify
selenium
dependency
instal
run
please
detail
possible
addition
jenkins
also
describe
run
test
locally
important
note
please
ask
question
contest
forum
doubt
kindly
use
early
code
base
please
copy
exist
test
use
maven
gradle
please
first
clarify
contest
forum
anything
else
use
mention
specification
please
contact
copilot
first
clarify
forum
submit
"
30075306,"telemetry
backend
dockerisation
challenge
","['Docker', 'Node.js']",['NodeJS'],19,"shouvikroy
billsedison
akinwale
ngoctay
code_now
vlpro
cagdas001
veshu
marshallmutiso
phoenix1992
codingdrone
linuxuser
krisjen
nsdfyd
wygk123
thiyaguloganath
Narekvar90
priyatamsai_78
mbakshi1094",3,"vlpro
akinwale
ngoctay",518100000,[200.0],['akinwale'],"project
background
telemetry
mvp
project
one
client
help
proactively
identify
network
slowness
network
related
complaint
retail
office
retail
store
multiple
ipads
use
provision
new
exist
customer
ipads
leverage
run
agent
periodically
test
network
latency
run
icmp
echo
request
one
configured
host
client
network
collect
operational
statistic
ipad
like
cpu
signal
strength
memory
usage
test
run
background
configure
interval
sale
agent
unaware
statistic
gather
spool
locally
device
second
configure
timer
reach
uploaded
central
server
henceforth
refer
server
backend
rest
api
develop
use
express
mysql
part
challenge
want
dockerise
code
host
gitlab
repo
request
access
forum
technology
stack
mysql
docker
individual
requirement
challenge
dockerize
api
easily
deploy
use
locally
dockerfile
host
dedicated
folder
inside
sure
add
relate
documentation
repo
build
run
access
api
run
inside
docker
container
make
sure
postman
test
pass
dockerised
backend
submit
submit
follow
zip
source
code
update
documentation
configuration
verification
information
"
30068104,"ops
frac
schedule
batch
upload
csv
xlsx
conversion
backend
","['Java', 'Maven', 'SQL Server']",['Other'],15,"code_now
ouyangki
ngoctay
renqingwei123
Ansary
k.mas
akinwale
LieutenantRoger
krisjen
anuradev
diazz
01kkar
veshu
sah2ed
mulish",2,"akinwale
ouyangki",897540000,[300.0],['akinwale'],"app
environment
rest
api
application
base
java
maven
ms
sql
basic
requirement
challenge
update
exist
rest
api
app
use
csv
xlsx
important
subjective
first
solution
client
like
fulfill
require
update
win
consider
submission
winner
declare
java
rest
api
source
code
http
dev
postman
collection
api
endpoint
test
http
task
login
operator
go
schedule
api
batch
upload
convert
csv
xlsx
format
base
xlsx
file
inconsistent
data
tvd
regionid
use
dummy
value
bottomholelat
bottomholelong
surfacelat
surfacelong
change
anything
xlsx
use
format
client
replace
csv
sample
xlsx
http
"
30068039,"tc
community
app
leaderboard
fix
",['ReactJS'],"['HTML', 'NodeJS']",22,"ouyangki
code_now
krisjen
Narekvar90
JANCYRANI
akinwale
daga_sumit
jankyzhang
iversonLv
mulish
LieutenantRoger
winterflame
renqingwei123
codingdrone
menji
linuxuser
mohhasbias
talesforce
alfiya_Zi
diazz
wwxyxgy
anonymousjaggu",2,"diazz
akinwale",863700000,[200.0],['akinwale'],"challenge
objective
fix
leaderboard
component
meet
requirement
project
background
community
app
new
frontend
topcoder
platform
integrate
contentful
cms
ease
process
content
multiple
use
concept
technology
stack
community
app
reactjs
web
application
build
expressjs
nodejs
javascript
code
access
community
app
code
available
public
github
repository
challenge
work
late
commit
branch
requirement
patch
leaderboardtable
use
field
simple
name
response
add
additional
column
call
fulfillment
handle
render
fulfillment
field
present
response
fix
component
match
look
feel
like
show
design
patch
podium
fix
hardcoded
count
podiumspot
control
competitor
length
work
variable
count
champion
bound
fix
component
match
look
feel
like
show
design
patch
podiumspot
use
field
simple
name
response
fix
component
match
look
feel
like
show
design
create
new
file
leaderboard
copy
folder
clear
class
"
30067858,"thor
eearly
alert
tool
docker
enviroment
setup
challenge
","['Docker', 'SQL']",['Other'],28,"anuradev
anonymousjaggu
code_now
linuxuser
talesforce
akinwale
Narekvar90
codingdrone
Ksys
sairam866
rajrkrish
mulish
gets0ul
devinme1919
sah2ed
krisjen
Bende
samlighty
LieutenantRoger
daga_sumit
rahul_kumar
GunasekarK
sr_jr
deas
phoenix1992
Gando19850304
manasa6
rhossis",1,akinwale,982500000,[500.0],['akinwale'],"challenge
objective
app
environment
docker
sql
server
basic
requirement
challenge
create
docker
mssql
database
build
base
erd
able
migrate
data
excel
spreadsheet
file
capture
additional
table
user
history
write
documentation
step
detail
possible
help
user
build
solution
submit
dockerfile
file
project
background
early
alert
tool
eat
data
store
code
standard
thor
need
follow
develop
product
codes
standard
change
improve
division
within
thor
specifically
division
leader
product
manager
alert
change
division
leader
document
issue
arise
change
along
track
detail
action
plan
issue
number
different
user
use
application
code
standard
committee
representative
notify
key
point
people
product
manager
division
leader
change
main
goal
application
highlight
standard
identify
business
division
important
notify
people
within
division
standard
change
email
functionality
track
internal
corporate
action
plan
issue
relate
standard
change
submission
requirement
docker
environment
setup
use
docker
mssql
server
app
environment
create
database
schema
base
erd
follow
attach
erd
database
schema
http
able
migrate
data
exist
spreadsheet
file
download
file
https
spreadsheet
file
tab
tab
belong
standard
tab
belong
cns
issue
clarification
erd
xlsx
file
comparison
final
index
number
need
identify
number
standard
name
createdby
need
today
date
need
item
type
path
need
want
sql
script
extract
exact
file
column
double
check
migrate
data
make
sure
data
capture
let
u
know
clarification
encourage
suggest
best
practice
implementation
docker
create
detailed
setup
environment
additional
table
also
additional
table
user
history
part
submission
table
history
standard
c
use
history
table
use
recordtype
hold
standard
c
issue
type
operation
contain
insert
update
delete
action
relate
table
userid
take
table
user
explain
table
user
store
hash
password
securely
create
script
insert
initial
administrative
user
"
30066967,"quartz
energy
id
tool
test
data
setup
tear
script
ci
","['Java', 'Angular 2+', 'Spring', 'Bootstrap']",['Other'],26,"gurmeetb
vlpro
codingdrone
anonymousjaggu
sjbr
phoenix103
anuradev
krisjen
dansoaresfarias
mulish
sah2ed
ian-sadovy
xhwa
penpo
k.mas
meggamind
ouyangki
akinwale
AkshyaNachu
winterflame
maxwells_daemon
linuxuser
hl_a_k
ashutosh36
KOVOORPRAJWAL
mugdha.bapat",2,"akinwale
hl_a_k",845700000,[300.0],['akinwale'],"overview
client
challenge
look
revamp
current
desktop
application
web
application
part
process
look
topcoder
developer
community
help
develop
new
refresh
modern
web
base
application
help
site
manager
operator
business
analyst
admins
ability
view
list
meeting
view
list
action
item
view
asset
challenge
requirement
challenge
create
java
program
script
use
setup
tear
database
dev
stage
server
environment
platform
independent
use
continuous
integration
development
environment
dev
environment
script
able
drop
recreate
database
include
test
data
sql
file
db
folder
pick
script
base
order
mention
readme
stage
environment
exist
test
data
maintain
environment
change
require
put
migrate
folder
script
pick
sql
file
migrate
folder
note
db
credential
include
host
port
pass
parameter
execution
gitlab
access
please
check
forum
technology
java
spring
rest
hibernate
spring
mvc
json
sql
server
spring
framework
spring
boot
angular
bootstrap
"
30066801,"topcoder
project
service
update
project
search
",['Node.js'],['Other'],17,"amber.j
k.mas
anonymousjaggu
mulish
anuradev
codingdrone
akinwale
codebump
krisjen
rajrkrish
nqv2018
menji
veshu
Narekvar90
linuxuser
jrokas
genycopedison",2,"anonymousjaggu
akinwale",863700000,[300.0],['akinwale'],"topcoder
project
service
microservice
manage
crud
operation
thing
project
challenge
want
update
project
search
logic
actual
search
perform
elasticsearch
construct
proper
es
query
current
implementation
available
return
relevant
result
time
especially
boolquery
get
populate
search
condition
keyword
search
search
field
list
priority
project
name
ref
code
field
description
type
project
member
first
name
last
name
handle
email
additionally
want
add
initial
support
search
specific
field
like
name
test
ref
ibm
let
start
search
ref
code
keyword
contain
ref
term
search
ref
code
field
term
field
search
also
support
litteral
term
ie
someone
search
topcoder
connect
search
perform
exact
phrase
match
field
usual
use
dev
branch
base
code
update
unit
test
relate
change
project
search
endpoint
"
30066402,"topcoder
online
review
split
lib
directory
new
repo
use
git
submodule
",['Other'],['Other'],8,"naveejka
anonymousjaggu
akinwale
VietHTran
anuradev
gurmeetb
Trias
nirmalkjoshi99",2,"Trias
akinwale",863700000,[100.0],['akinwale'],"challenge
like
test
git
submodule
feature
follow
general
requirement
follow
http
split
lib
directory
new
repo
create
public
repo
account
remove
lib
directory
add
back
git
submodule
new
repo
see
https
create
fork
demonstration
make
change
splitted
repo
lib
directory
figure
update
submodule
verify
build
deploy
step
https
make
change
necessary
"
30066177,"hercules
android
remote
keyboard
screen
",['Android'],['Android'],24,"ronakkaria
amber.j
k.mas
rahul_kumar
akinwale
rtttt
mohamed_sakr
linuxuser
ChanKamWo
abinashn
SteveSage
PradeepHembram
rajrkrish
phoenix1992
krisjen
codingdrone
wcheung
chandan4871
juliushemanth
AhmadA99
kevin.crain
thomas-codey
ramim.br
lucifer03",2,"akinwale
kevin.crain",950100000,[300.0],['akinwale'],"work
app
android
pair
another
bluetooth
device
send
keyboard
press
normal
hid
human
interface
device
basically
turn
android
phone
standard
bluetooth
keyboard
computer
problem
client
ask
u
support
arbitrary
keyboard
input
addition
remote
control
button
app
add
screen
carousel
show
android
keyboard
use
type
app
every
keypress
android
send
client
computer
ensure
support
letter
number
upper
low
case
punctuation
space
period
slash
etc
normal
symbol
support
emoji
special
key
press
like
print
screen
scroll
lock
num
lock
etc
unsure
specific
key
support
please
ask
forum
code
access
code
find
https
link
use
grant
access
code
find
forum
submission
please
submit
patch
file
current
head
git
apply
copilot
verify
work
expect
"
30066176,"hercules
android
remote
raspberry
pi
connectivity
","['Linux', 'Android']",['Android'],23,"Gando19850304
amber.j
anuradev
akinwale
linuxuser
SteveSage
phoenix1992
gurmeetb
krisjen
codingdrone
ngoctay
wcheung
juliushemanth
alfiya_Zi
andyphysics2
Z.paint
timhigins
k.mas
emptiness
afrisalyp
maxwells_daemon
genycopedison
penpo",2,"andyphysics2
akinwale",950100000,[900.0],['akinwale'],"work
app
android
pair
another
bluetooth
device
send
keyboard
press
normal
hid
human
interface
device
basically
turn
android
phone
standard
bluetooth
keyboard
computer
problem
app
work
pair
successfully
mac
act
keyboard
send
key
press
need
problem
app
work
raspberry
pi
something
support
client
need
raspberry
pi
bluetooth
build
enable
install
bluetooth
functionality
rpi
pair
app
raspberry
pi
get
info
bluetoothctl
pair
device
key
press
recognize
android
app
rpi
figure
get
app
work
rpi
configuration
rpi
change
app
information
find
http
link
forum
provide
give
gitlab
username
access
ticket
code
submission
want
add
additional
documentation
complete
wiki
page
reference
ticket
also
code
update
require
android
app
make
functionality
work
raspberry
pi
use
exist
wiki
page
build
raspberry
pi
environment
match
test
"
30064343,"connector
environment
setup
","['Java', 'Docker']",['Other'],25,"amber.j
talesforce
vlpro
AleaActaEst
codingdrone
rahulranjanmca
manasa6
anuradev
laruona
mulish
sreemeenakshi
sandeep62pandey
phoenix1992
immakid
linuxuser
rips88
Birlax
vvvpig
Bende
gfzabarino
anonymousjaggu
sparemax
atul.agrawal
summer_ys
mukiibi",1,vvvpig,863700000,[400.0],['vvvpig'],"challenge
series
building
microservice
integration
purpose
listen
incoming
file
sftp
stream
output
kafka
bus
service
base
apache
camel
challenge
want
set
environment
future
challenge
use
docker
container
include
set
container
create
sample
service
read
local
file
use
apache
camel
forward
raw
content
kafka
use
placeholder
camel
processor
camel
route
two
container
need
environment
kafka
server
application
container
app
container
base
alpine
linux
late
openjdk
docker
compose
script
provide
set
local
environment
readme
guide
provide
detail
compile
package
debug
deploy
app
container
side
note
future
challenge
add
business
logic
processor
splitting
record
add
sftp
server
listen
incomming
file
forward
stream
apache
camel
"
30063082,"mud
log
image
mark
tool
support
sql
server
","['SQL Server', 'MySQL', 'Python']","['Linux', 'Microsoft Azure', 'Other']",24,"amber.j
akinwale
anonymousjaggu
veshu
codingdrone
adolia
sah2ed
Narekvar90
asr
penpo
talesforce
Bende
prashantjha111
k.mas
Justin_rc
onsky
alfiya_Zi
trevwilson16
erik5582004
Heros__neto
PradeepRJ
kessie
lihui1625
slothmxn",2,"adolia
akinwale",863700000,[200.0],['akinwale'],"python
base
tool
able
mark
image
base
data
mysql
database
challenge
look
enhance
tool
work
mysql
sql
server
version
least
assume
database
table
identical
structure
mysql
sql
server
"
30057699,"topcoder
update
logstash
conf
populate
group
id
challenge
type
","['Docker', 'SQL', 'Elasticsearch']",['Other'],12,"duxiaoyang
penpo
andydoo
wwxyxgy
Standlove
TrueBI
maleo
genycopedison
solokop
vvvpig
wcheung
gjw99",2,"duxiaoyang
vvvpig",864000000,[100.0],['vvvpig'],"challenge
like
update
logstash
conf
populate
group
id
challenge
update
add
new
field
groupids
hold
group
id
challenge
field
hold
list
integer
possiblly
empty
update
logstash
conf
file
populate
groupids
field
follow
file
affected
groupids
read
table
use
challenge
id
like
select
ce
gce
"
30056830,"topcoder
update
elasticsearch
feeder
populate
task
flag
elasticsearch
","['Docker', 'SQL', 'Elasticsearch']",['Other'],10,"vvvpig
Standlove
govind_iitian
graphit
genycopedison
senteix2
faisalbasha1982
wcheung
darkuswraith
penpo",1,vvvpig,2592000000,[60.0],['vvvpig'],"like
update
docker
elasticsearch
feeder
populate
elasticsearch
additional
task
flag
easily
identify
challenge
actually
task
update
challenge
map
another
flag
like
istask
type
boolean
update
sql
query
get
task
property
test
verify
task
create
populated
elasticsearch
istask
flag
set
properly
local
test
make
necessary
change
create
docker
image
update
file
necessary
docker
image
tag
build
run
direct
app
service
follow
build
run
docker
compose
section
login
direct
app
create
challenge
different
challenge
type
status
also
task
verify
elastic
search
index
create
properly
without
problem
"
30055987,"cloud
hub
api
functionality
",['Node.js'],['NodeJS'],8,"akinwale
borysfan
genycopedison
WhiteJade
blu3fox
wcheung
avinashgujju
penpo",1,akinwale,2592000000,[100.0],['akinwale'],"cloud
hub
new
exist
functionality
like
clean
challenge
requirement
search
company
apps
source
array
field
throw
error
search
value
array
match
example
forum
add
realtimestats
status
application
change
function
currently
call
application
add
delete
add
new
column
functionality
type
array
apps
table
use
migration
new
column
add
swagger
file
"
