id,name,technologies,platforms,numRegistrants,numSubmitters,duration,prizes,winners
30078550,Topcoder Connect - Horizontal Layout for Subsections,['ReactJS'],['Other'],14,2,863700000,[100.0],['diazz']
30079440,Ideation - Checkpoint Prize - sah2ed,['Data Science'],['Linux'],1,1,863520000,[100.0],['sah2ed']
30079441,Ideation - Checkpoint Prize - coder3798,['Data Science'],['Linux'],1,1,863700000,[100.0],['coder3798']
30079465,SRM 746: majk,['Other'],['Other'],1,1,863700000,[1090.0],['majk']
30079464,SRM 746: misof,['Other'],['Other'],1,1,863700000,[1225.0],['misof']
30079463,SRM 746: t-mac,['Other'],['Other'],1,1,863700000,[720.0],['t-mac']
30079437,Ideation - Checkpoint Prize,['Data Science'],['Linux'],1,1,863700000,[100.0],['banerjeesourish']
30079435,Ideation - Checkpoint Prize,['Data Science'],['Linux'],1,1,863700000,[100.0],['marcelmueller']
30079434,Ideation - Checkpoint Prize,['Data Science'],['Linux'],1,1,863700000,[100.0],['littlebeargiant']
30078578,Ratio Exchange Node.js Backend Bug Fixes F2F Challenge,"['Node.js', 'MongoDB', 'REST']",['NodeJS'],20,2,687780000,[600.0],['jiangliwu']
30075487,survey bonus -  marek.cygan,['Other'],['Other'],1,1,863700000,[50.0],['marek.cygan']
30078495,TTGP WebApp - Bug Fixes Part 1,"['ReactJS', 'Node.js']",['Other'],32,3,863700000,[400.0],['veshu']
30079181,NIST DP#2 Copilot Payment,['Data Science'],"['AWS', 'EC2']",1,1,2332500000,[3750.0],['birdofpreyru']
30079180,NIST DP #2 Admin Payment,['Linux'],"['AWS', 'EC2']",1,1,863700000,[3000.0],['t-mac']
30078844,Quick Fixes for MAM Intake App,['SQL Server'],['NodeJS'],23,3,345600000,[300.0],['gurmeetb']
30079037,JAM PR - TCO18,['Other'],['Other'],1,1,863700000,[4680.0],['JAMPR']
30078939,Payment for cendhika,['Other'],['Other'],1,1,3300000,[5056.71],['cendhika']
30078116,Doppler App - Mobile App iOS - Fixes Part 2,['Swift'],['iOS'],9,1,863700000,[400.0],['seriyvolk83']
30078115,Doppler App - Mobile App iOS -  Fixes Part 1,['Swift'],['iOS'],8,1,863700000,[400.0],['seriyvolk83']
30077766,Tech Assessment App - Bug Fixes,"['ReactJS', 'PostgreSQL', 'SQL', 'Node.js']",['NodeJS'],71,1,1468320000,[200.0],['lijulat']
30078576,MM 106: Jaco,['Other'],['Other'],1,1,863646797,[1000.0],['[Jaco]']
30078089,Bitbucket Server Extension for Rally - Demo Video,['Node.js'],['NodeJS'],29,1,863700000,[300.0],['dhruvit_r']
30078575,MM 106:Nickolas,['Other'],['Other'],1,1,863700000,[1000.0],['Nickolas']
30078577,MM 106:t-mac,['Other'],['Other'],1,1,863700000,[2000.0],['t-mac']
30077909,Hercules Aegis E-learning Site - Investigate and document module deployment,['Drupal'],['Heroku'],9,1,863700000,[100.0],['gurmeetb']
30077887,Topcoder Connect - Render Add-ons questions,['ReactJS'],['Other'],13,1,953700000,[150.0],['vignesh14thnov']
30077900,John Hancock - Plan Event Tracker Fixes,['Node.js'],['Other'],43,2,863700000,[300.0],['lijulat']
30077052,PM Applet Prototype Performance Improvement,"['Angular 2+', 'JavaScript', 'CSS', 'HTML5']",['HTML'],34,3,1295700000,[200.0],['savon_cn']
30077850,sparck Selenium based testing using Jenkins,['Node.js'],['NodeJS'],17,1,863700000,[200.0],['vvvpig']
30077076,CMAP Scorer - Gitlab CI Runner with EC2 deployment,"['AWS', 'Gitlab', 'Node.js']",['NodeJS'],23,2,863640000,[250.0],['Sharathkumar92']
30074801,sparck - Create a test script in Selenium,"['Angular 2+', 'QA']",['NodeJS'],28,3,863640000,[50.0],['diazz']
30078466,SRM 745: Tmac,['Other'],['Other'],1,1,863700000,[720.0],['t-mac']
30078465,SRM 745: Misof,['Other'],['Other'],1,1,863700000,[2125.0],['misof']
30077594,Hercules Spark App - V8 build crashing,['C++'],['Linux'],18,2,863700000,[650.0],['billsedison']
30077388,- DateTime in Calendar Response,['Node.js'],['Heroku'],35,1,863760000,[50.0],['ankit.sehgal101']
30077403,Hercules Spark App - Fix v8 build on Ubuntu 14.04,['C++'],['Linux'],14,2,863700000,[350.0],['billsedison']
30077412,Topcoder Groups API - Generate Node.js stubs and README for swagger file,"['Swagger', 'Node.js']",['NodeJS'],19,1,863593461,[200.0],['karthiks416']
30077384,Hercules P2 Drupal e-learning site - Email large group times out and crashes on Heroku,['Drupal'],['Heroku'],13,1,863700000,[250.0],['gurmeetb']
30077356,Doppler App - Mobile App - Android - Hamburger Menu Fix,['Java'],['Android'],12,1,870900000,[250.0],['N1k1tung']
30077201,MM 105: tester: Nickolas,['Other'],['Other'],1,1,864011726,[1000.0],['Nickolas']
30077310,Hercules Spark App - Markdown processing documentation,['JavaScript'],['Other'],10,1,863700000,[400.0],['billsedison']
30077392,Hercules P2 Drupal e-learning site - Warning messages on register,['Drupal'],['Heroku'],3,1,812562044,[100.0],['gurmeetb']
30077344,John Hancock MAM React App Bug Fixes F2F Challenge,"['ReactJS', 'JavaScript', 'Node.js']",['Other'],32,3,859380000,[900.0],['gurmeetb']
30077303,Doppler App - Mobile App - iOS - Hamburger Menu Fix,['Swift'],['iOS'],12,1,863700000,[250.0],['seriyvolk83']
30077742,Topcoder - Legacy Processor MM Scoring Update,"['SQL', 'Node.js']",['Other'],16,1,339420000,[400.0],['gurmeetb']
30077297,TTGP WebApp - Integration Fixes,['Node.js'],['Other'],41,2,863641346,[1000.0],['veshu']
30077924,Payment of AleaActaEst for Community ed,['Other'],['Other'],1,1,3300000,[5000.0],['AleaActaEst']
30077904,NIST DP Scoring and Analysis Task,"['Python', 'Data Science']",['EC2'],1,1,2073300000,[3500.0],['birdofpreyru']
30071192,Doppler App - Backend Service & Business Layer Fixes,"['Java', 'Spring', 'PostgreSQL']",['Other'],43,1,464100000,[800.0],['duxiaoyang']
30077398,Hercules P2 Drupal e-learning site - Timezone incorrect for ICS file from event,['Drupal'],['Heroku'],14,1,508260000,[250.0],['gurmeetb']
30076636,Topcoder Groups API - v5 Swagger Generation,['Swagger'],['NodeJS'],24,2,1036500000,[350.0],['wenbin']
30076876,LBG - Batch process - Part 3- Job Set - 45 - Revised,['Mainframe'],['Other'],8,1,863700000,[0.0],['Deepasree']
30077454,soso0574 - Payment for cloud Migration prototype - part 2,['HTML5'],['HTML'],1,1,863700000,[2000.0],['soso0574']
30077338,TCO19 Yaw Misalignment - 2nd place winner for Marathon,['Data Science'],['Other'],1,1,864000000,[7000.0],['crystals']
30077373,TCO19 Yaw Misalignment - topcoder admin payment,['Data Science'],['Other'],1,1,864000000,[3000.0],['t-mac']
30077339,TCO19 Yaw Misalignment - 3rd place winner for Marathon,['Other'],['Other'],1,1,864000000,[4000.0],['KShiv']
30077336,TCO19 Yaw Misalignment  - 1st place winner,['Data Science'],['Other'],1,1,864000000,[17000.0],['albantor30']
30077156,Phase 1 - Consolation Prize - Valilenk,['Python'],['Other'],1,1,172500000,[500.0],['valilenk']
30075851,Karma VSCode Extension - Create User Guide,['Node.js'],['Other'],16,1,863700000,[300.0],['Mayur.Joshi']
30075884,Batch process - 2 - Part 2- Job Set - 43 -  Revised,['Mainframe'],['Other'],17,1,668142779,[0.0],['tbiswas3']
30076691,TCO19 Yaw Misalignment Copilot and Testing Payment Task for shangjingbo,['Data Science'],['Other'],1,1,161700000,[4000.0],['shangjingbo']
30075672,Karma VSCode Extension - Investigate and Fix the Unknown Option Error in NX Angular 7 Project,['Node.js'],['Other'],14,2,863698350,[100.0],['lijulat']
30075410,Quartz Energy - LNAM Prediction DS Prediction Analysis Challenge,['Python'],['Other'],26,3,863700000,[600.0],['wenbin']
30076487,Phase 1 - Egypt MA Prize - rekcahd,['Python'],['EC2'],1,1,172500000,[2000.0],['rekcahd']
30074927,Bank Transaction Predictor DS Sprint - Test Harness Challenge,['Python'],['Other'],55,4,1065600000,[750.0],['wenbin']
30075306,Telemetry Node.js Backend Dockerisation Challenge,"['Docker', 'Node.js']",['NodeJS'],19,3,518100000,[200.0],['akinwale']
30075200,NASA RFID- 4th Place,['Java'],['Linux'],1,1,2937273428,[3500.0],['Pag2']
30075198,NASA RFID -3rd Place,['Java'],['Linux'],1,1,2937243360,[4500.0],['ivan.z']
30074964,TTGP Web App - Database Entities,['Node.js'],['Other'],12,1,863700000,[250.0],['codebump']
30074772,Factory Fabric - Bug Fixes,"['Java', 'Angular 2+', 'JavaScript', 'MySQL', 'REST']",['Linux'],38,2,863700000,[400.0],['lijulat']
30075494,Marathon Finals 2nd Place - eldidou,['Other'],['Other'],1,1,863700000,[1500.0],['eldidou']
30075490,Algorithm Finals Champion - Petr,['Other'],['Other'],1,1,863700000,[10000.0],['Petr']
30075508,UI Design Finals 3rd Place - khusnunirawan,['Other'],['Other'],1,1,863700000,[500.0],['khusnunirawan']
30075507,UI Design Finals 2nd Place - abedavera,['Other'],['Other'],1,1,863700000,[1500.0],['abedavera']
30075505,UI Design Finals Champion - iamtong,['Other'],['Other'],1,1,863700000,[10000.0],['iamtong']
30075503,UI Prototype Finals 2nd Place - vasilica.olairu,['Other'],['Other'],1,1,863700000,[1500.0],['vasilica.olariu']
30075502,UI Prototype Finals Champion - moulyg,['Other'],['Other'],1,1,863700000,[10000.0],['moulyg']
30075500,F2F Finals 2nd Place - asmn,['Other'],['Other'],1,1,863700000,[1500.0],['asmn']
30075501,F2F Finals 3rd Place - gfzabarino,['Other'],['Other'],1,1,863700000,[500.0],['gfzabarino']
30075499,F2F Finals Champion - kondakovdmitry,['Other'],['Other'],1,1,863700000,[10000.0],['kondakovdmitry']
30075498,Development Finals 3rd Place - N1k1tung,['Other'],['Other'],1,1,863700000,[500.0],['N1k1tung']
30075497,Development Finals 2nd Place - deedee,['Other'],['Other'],1,1,863700000,[1500.0],['deedee']
30075496,Development Finals Champion - ngoctay,['Other'],['Other'],1,1,863700000,[10000.0],['ngoctay']
30075495,Marathon Finals 3rd Place - wleite,['Other'],['Other'],1,1,863700000,[500.0],['wleite']
30075492,Algorithm Finals 3rd Place - tourist,['Other'],['Other'],1,1,863700000,[500.0],['tourist']
30075493,Marathon Finals Champion - tourist,['Other'],['Other'],1,1,863700000,[10000.0],['tourist']
30073257,CSC BOSS - 12,['Java'],['Other'],6,1,2903748584,[50.0],['n.thanalakshmi']
30073238,CSC BOSS - 1,['Java'],['Other'],32,2,2906265613,[100.0],['DivaDomy']
30074588,PM Applet Prototype Validation Fixes,"['Angular 2+', 'JavaScript', 'HTML5']",['HTML'],42,1,863700000,[250.0],['diazz']
30074566,Doppler App - Mobile App iOS Development - Part 1 of 6,['Swift'],['iOS'],19,1,863700000,[600.0],['N1k1tung']
30074565,Doppler App - Mobile App Android Development - Part 1 of 6,['Java'],['Android'],37,2,863700000,[600.0],['ChanKamWo']
30075202,NASA RFID Copilot Fee,['Data Science'],['Linux'],1,1,2937300000,[5000.0],['walrus71']
30075201,NASA RFID- 5th Place,['Java'],['Linux'],1,1,2937300000,[2500.0],['rekcahd']
30075197,NASA RFID 2nd Prize,"['Java', 'Data Science']",['Linux'],1,1,2937300000,[6500.0],['wleite']
30075194,NASA RFID  MM - 1st Prize,['Data Science'],"['EC2', 'Linux']",1,1,3023700000,[8500.0],['gardn999']
30074776,Redis Manager Logo Integration,['Angular 2+'],['NodeJS'],18,4,478091129,[250.0],['veshu']
30073261,CSC BOSS - 15,['Java'],['Other'],10,1,2627866146,[10.0],['judith_liya']
30073256,CSC BOSS - 11,['Java'],['Other'],4,2,2627806280,[15.0],['shiva0196']
30074505,ABB RCS Angular Prototype Password Protection,"['Angular 2+', 'HTML', 'CSS']",['HTML'],26,4,863700000,[150.0],['ronakkaria']
30074296,Bitbucket Server Extension for Rally ALM - User Guide And Demo Video,"['Java', 'REST']",['Other'],25,2,690840000,[400.0],['ljsf_cc']
30074294,Aegis Drupal Site - Bug Fixes Part 2,"['HTML', 'PHP', 'Other']","['HTML', 'Other']",19,2,863700000,[120.0],['obog']
30074767,Salon App copilot duties,['Other'],['Other'],1,1,6900000,[200.0],['billsedison']
30072506,TTGP Web App - REST API Specification Challenge,"['ReactJS', 'Node.js']",['Other'],39,1,467700000,[600.0],['ShindouHikaru']
30072931,Newman Test Automation For CRUD API Endpoints,"['Docker', 'QA']",['Other'],16,2,518100000,[600.0],['moulyg']
30073121,Hoherberg Ski School Integration F2F Challenge Series - Products,"['ASP.NET Core ', 'MySQL', 'API']",['Other'],18,1,1168680000,[800.0],['NightWolf']
30074608,"2nd prize of $2500 for ""nofto"" for MM - *TCO19* Personal Protective Equipment Detection",['Data Science'],['Other'],1,1,863959451,[2500.0],['nofto']
30074653,lg5293 - Algo Writing,['Other'],['Other'],1,1,863700000,[600.0],['lg5293']
30073892,Factory Fabric - Work Load Migration WorkBench Updates #2,"['Java', 'Angular 2+', 'MySQL', 'REST']","['HTML', 'Linux']",18,2,863700000,[350.0],['lijulat']
30074310,Report Generation using Jasper,"['Java', 'XML', 'JavaScript', 'CSS', 'Other']",['Other'],44,2,288608418,[800.0],['Anchay']
30074034,Node.js Script for ChangeSet Push to Rally,['Node.js'],['NodeJS'],38,1,604380000,[600.0],['dhruvit_r']
30073820,Factory Fabric - Work Load Migration WorkBench Updates,"['Java', 'Angular 2+', 'JavaScript', 'CSS', 'MySQL', 'REST']","['HTML', 'Linux']",22,2,863700000,[150.0],['ronakkaria']
30074268,Topcoder Error Topic Payload Handling- Bug Fix,['Node.js'],['NodeJS'],12,2,74160000,[100.0],['diazz']
30073751,Topcoder Submission Review Producer Development Challenge,"['Docker', 'Node.js', 'MongoDB']",['NodeJS'],26,1,867300000,[600.0],['kondakovdmitry']
30073737,Anemoi - DMS - BDD testing - Part 8,['Java'],['Other'],16,1,867300000,[300.0],['sadathanwar17']
30073735,Anemoi - DMS - BDD testing - Part 9,['Java'],['Other'],13,1,867300000,[300.0],['nithyaasworld']
30073736,Anemoi - DMS - BDD testing - Part 10,['Java'],['Other'],14,1,867300000,[300.0],['sadathanwar17']
30073716,CloudSlang Workflows - Environment Setup - RHEL 7.5,['Other'],['Other'],9,2,867300000,[150.0],['M_CC']
30073713,CloudSlang Workflows - Environment Setup - Windows Server 2016,['Other'],['Other'],8,1,867300000,[150.0],['M_CC']
30073605,Anemoi - DMS - BDD testing - Part 7,['Java'],['Other'],16,1,867300000,[300.0],['sadathanwar17']
30073604,Anemoi - DMS - BDD testing - Part 6,['Java'],['Other'],12,2,867300000,[300.0],['sadathanwar17']
30072559,CastorVH - Data Gathering Challenge,['Other'],['Other'],20,5,694500000,[400.0],['sourcery']
30073460,Factory Fabric - Work Load Migration WorkBench UI Updates #4,"['Angular 2+', 'JavaScript', 'HTML5']",['HTML'],15,2,867266666,[50.0],['ronakkaria']
30073456,Aegis Drupal Site - Bug Fixes,"['HTML', 'PHP', 'HTML5']","['HTML', 'Other']",11,1,867300000,[100.0],['obog']
30073815,Anemoi - DMS - BDD testing - Part 4,['Java'],['Other'],8,1,258900000,[300.0],['sadathanwar17']
30073816,Anemoi - DMS - BDD testing - Part 3,['Other'],['Other'],9,1,258900000,[300.0],['sadathanwar17']
30072842,Culture Works Spark Bot - UI Updates and Integration,"['Angular 2+', 'PostgreSQL', 'Node.js']",['Microsoft Azure'],31,2,863700000,[500.0],['DooMachine']
30073806,Mozilla Marathon - Copilot partial payment,['Other'],['Other'],1,1,864000000,[2500.0],['birdofpreyru']
30073199,Factory Fabric - Work Load Migration WorkBench UI Updates #3,"['Angular 2+', 'JavaScript', 'CSS', 'HTML5']",['HTML'],20,3,867300000,[250.0],['prabhsimran']
30073194,Topcoder Leaderboards: User Interface - Part 2,['ReactJS'],['NodeJS'],23,2,867300000,[400.0],['JRonak']
30073122,Hoherberg Ski School Integration F2F Challenge Series - Instructors,"['ASP.NET Core ', 'MySQL', 'API']",['Other'],20,1,982500000,[600.0],['NightWolf']
30073123,Hoherberg Ski School Integration F2F Challenge Series - Notifications,"['ASP.NET Core ', 'MySQL', 'API']",['Other'],17,1,982500000,[500.0],['NightWolf']
30073043,Create React Native UI toolkit - Bug Fix - Part 3,['Other'],['Other'],8,3,863700000,[20.0],['diazz']
30072954,Thor Early Alert Tool WAR Issues F2F Challenge,"['Java', 'Maven', 'Docker', 'Angular 2+', 'SQL Server']",['Other'],23,1,1036260000,[400.0],['sjbr']
30073011,PM Applet Angular 6 Prototype Column Shuffling Update,"['Angular 2+', 'JavaScript', 'CSS', 'HTML5']",['Other'],13,4,863700000,[150.0],['Cristian77']
30073007,PM Applet Angular 6 Prototype Date Fields Updates,"['Angular 2+', 'JavaScript', 'CSS', 'HTML5']",['Other'],10,3,863700000,[150.0],['TICKET_46076']
30072995,Create React Native UI toolkit - Bug Fix - Part 2,"['ReactJS', 'Mobile']",['Other'],8,3,863700000,[20.0],['iversonLv']
30072949,Create React Native UI toolkit - Bug Fix - Part 1,"['ReactJS', 'Mobile']",['NodeJS'],18,5,863700000,[20.0],['iversonLv']
30072728,Factory Fabric - Work Load Migration WorkBench UI Updates #2,"['Angular 2+', 'HTML', 'JavaScript']",['HTML'],18,3,863700000,[200.0],['moulyg']
30073107,[Prize Increased] Create React Native UI toolkit - Bug Fix - Part 4,['Other'],['Other'],23,1,388363196,[150.0],['MoroccoMIT']
30073075,Topcoder Submission Processor Development Challenge,['Node.js'],['NodeJS'],17,1,431700000,[600.0],['rw251']
30071188,Doppler App  - Web Service Specification Challenge,"['Java', 'Spring', 'PostgreSQL']",['Linux'],34,2,885300000,[750.0],['ngoctay']
30072636,Thor Early Alert Tool WAR File in JBOSS Server External setting properties,['Java Application'],['Other'],19,2,982384598,[300.0],['gets0ul']
30072642,Topcoder Leaderboards: User Interface Initial Screens,['ReactJS'],['HTML'],17,1,863700000,[150.0],['JRonak']
30072632,Convert PostgreSQL Dump to MySQL Dump,"['PostgreSQL', 'MySQL']",['Other'],22,1,863700000,[100.0],['Narekvar90']
30072494,Quartz Energy - Commercial Repository - Database Setup and Extraction Challenge,"['Java', 'Spring']",['Linux'],37,3,863700000,[900.0],['rtty']
30072471,Factory Fabric - Work Load Migration WorkBench UI Updates,"['Java', 'Angular 2+', 'MySQL']",['AWS'],23,2,863700000,[200.0],['obog']
30072438,Docker Enviroment Setup F2F Challenge,"['Java', '.NET', 'Docker', 'Python', 'Node.js', 'Swift']",['Other'],30,3,518100000,[500.0],['antjohns']
30072349,E-Mail Triage App - Get complete plan holder in Deduplication,"['Node.js', 'MongoDB']",['IBM Cloud'],10,1,863700000,[50.0],['zsudraco']
30071945,FNBC Classic - Mulesoft API - Environment Setup Challenge,"['Java', 'XML', 'Maven', 'API']",['Other'],33,2,863700000,[800.0],['obog']
30072284,E-Mail Triage App - Update SIMON Logic in Deduplication,"['Node.js', 'MongoDB']",['IBM Cloud'],14,1,863700000,[100.0],['zsudraco']
30072182,Topcoder-X Processor - Activation fails on ticket payment,['Node.js'],['NodeJS'],13,2,863700000,[150.0],['TICKET_46076']
30072185,E-Mail Triage App - Update Deduplication Logic,"['Node.js', 'MongoDB']",['IBM Cloud'],10,2,863700000,[100.0],['zsudraco']
30072119,Topcoder-X Processor - Abstract out repository type checks,['Node.js'],['NodeJS'],10,2,863700000,[50.0],['Narekvar90']
30072117,Topcoder-X Process - Issue title parsing updates,['Node.js'],"['Heroku', 'NodeJS']",8,3,863700000,[150.0],['duxiaoyang']
30072069,Topcoder - Online Review Upload Failure Error Indication,"['Java', 'Maven', 'Docker']",['Other'],28,1,863657728,[250.0],['deedee']
30072067,Website Scraper Enhancements,['Java Application'],"['Linux', 'Microsoft Azure']",20,3,863640000,[350.0],['wenbin']
30072126,E-Mail Triage App - Identification and Feedback Bug Fixes,"['Node.js', 'MongoDB']",['IBM Cloud'],25,1,518400000,[400.0],['nqv2018']
30071987,E-Mail Triage App - Update the SIMON API for Feedback Process,"['Node.js', 'MongoDB']",['IBM Cloud'],12,2,797362922,[100.0],['zsudraco']
30071675,Hoherberg Ski School OpenAPI 3.0 Mock API Services Part #2,['Other'],['Other'],28,2,982358263,[1000.0],['NightWolf']
30071616,Hercules P2 Drupal Site - Expand Calendar Functionality,"['HTML', 'PHP', 'Other']",['Other'],24,1,953700000,[350.0],['obog']
30070707,Marathon Match Winners Payment (VietHTran),['IBM Cloud'],['IBM Cloud'],1,1,863700000,[6000.0],['VietHTran']
30071658,Redis Manager Bug Fix F2F,"['Angular 2+', 'Redis']",['NodeJS'],23,3,867240000,[500.0],['ronakkaria']
30071533,Tech Assessment App - Lookup updates,"['ReactJS', 'Node.js', 'API']",['NodeJS'],36,1,1043700000,[300.0],['moulyg']
30071568,Mythril Website - Create a Roadmap Section at the Home Page,"['ReactJS', 'JavaScript', 'Node.js']",['NodeJS'],22,1,863700000,[150.0],['moulyg']
30072181,Yaw Misalignment Ideation Challenge - Checkpoint Prize for paolog,['Python'],['Linux'],1,1,863700000,[100.0],['paolog']
30072180,Yaw Misalignment Ideation Challenge - Checkpoint Prize for pauli89,['Python'],['Linux'],1,1,863700000,[100.0],['pauli89']
30071535,Topcoder - Auto Pilot Move to Maven,"['Java', 'Ant', 'Maven']",['Other'],31,1,863700000,[500.0],['gets0ul']
30071172,E-Mail Triage App - Bug Fixes,"['Node.js', 'MongoDB']",['IBM Cloud'],10,1,863700000,[100.0],['zsudraco']
30071274,Hoherberg Ski School OpenAPI 3.0 Mock API Services Part #1,['Other'],['Other'],25,1,982500000,[1000.0],['NightWolf']
30071290,Community App - Terms of Use Agreement at the Standalone Terms Page,"['ReactJS', 'JavaScript', 'Node.js']",['NodeJS'],18,1,863700000,[150.0],['sunil.saini']
30071297,Predict Consumables - Dataset Analysis Challenge,['Python'],['Other'],64,3,863640000,[800.0],['atik97']
30071287,Community App - Tweaks for Contentful Newsletter Signup Component,"['ReactJS', 'JavaScript', 'Node.js']",['NodeJS'],13,3,777300000,[200.0],['sunil.saini']
30071249,ABC - Missing Details Portal Windows IIS Deployment,"['ReactJS', 'SQL Server', 'Node.js', 'REST']",['Other'],15,1,863700000,[150.0],['veshu']
30071233,Scala Code Speedup Verification & Assemble F2F Challenge,['Docker'],['AWS'],20,2,863700000,[700.0],['will.xie']
30071175,YAML Config Editor REST API - Bug Fix,['Node.js'],['Other'],17,3,950100000,[100.0],['anonymousjaggu']
30070708,Marathon Match Winners payment(wleite ),['IBM Cloud'],['IBM Cloud'],1,1,863700000,[4000.0],['wleite']
30070706,Marathon Match Winners Payment(now_you_see),['IBM Cloud'],['IBM Cloud'],1,1,863700000,[10000.0],['now_you_see']
30071171,Aggregated Git Diff - VSCode GitLens extension cleanup,"['JavaScript', 'Other']",['NodeJS'],35,1,863700000,[600.0],['obog']
30070998,PatchWorks - Automated Patching Responsive Web App - Angular Tests,['Angular 2+'],['Other'],29,2,1036417867,[500.0],['anonymousjaggu']
30070873,Community App - Contentful newsletter signup component (v II),"['ReactJS', 'JavaScript', 'Node.js']",['NodeJS'],16,2,863640000,[100.0],['sunil.saini']
30070612,Create React Native UI toolkit - Match Design,['Other'],['Other'],23,2,863700000,[150.0],['diazz']
30070548,Hercules P2 Drupal Site - Local Deployment and Documentation,['Other'],['Other'],19,2,863700000,[400.0],['shubhamranjan']
30070496,Ops Frac Schedule AWS HTTPS Certificate Issue F2F Challenge,"['AWS', 'HTTP']",['Other'],19,2,982440000,[200.0],['cmckni3']
30070230,Scala Code Speedup Verification F2F Challenge,"['Docker', 'Linux']",['AWS'],24,1,777300000,[300.0],['shubhamranjan']
30070070,Panalpina API Swagger Docs F2F,"['API', 'REST']",['Other'],34,2,863597637,[200.0],['kevinkid']
30070641,Marathon Match Copilot Payment,['IBM Cloud'],['IBM Cloud'],1,1,864000000,[5000.0],['t-mac']
30069768,Automate Data Refresh,['Java Application'],['Other'],1,1,1313299771,[90.0],['BE325350']
30069806,TC Community App - Use Filestack for Develop submissions,"['ReactJS', 'Node.js']",['HTML'],22,2,960900000,[250.0],['diazz']
30069757,"Mythril Website - Team & Partners Sections, Managed from CMS","['ReactJS', 'JavaScript', 'Node.js']",['NodeJS'],21,2,863700000,[300.0],['moulyg']
30069734,Community App - Contentful newsletter signup component,"['ReactJS', 'JavaScript', 'Node.js']",['NodeJS'],19,2,863700000,[200.0],['diazz']
30068942,Community App - Update of Submissions Tab of Challenge Details Page,"['ReactJS', 'JavaScript', 'Node.js']",['NodeJS'],27,1,863700000,[400.0],['diazz']
30068498,Classic application for SNE module Regression Testing,"['Java', 'Other']",['Other'],4,4,1542172432,[480.0],['nirmaljos']
30069605,SRM 736 misof: Coordination and testing,['Other'],['Other'],1,1,863700000,[1000.0],['misof']
30068755,Topcoder Member Profile API Services Bus Event Payload Data Clean up,"['Java', 'Maven', 'Docker']",['Other'],20,1,1036440000,[200.0],['fivestarwy']
30068689,$500 Ops Frac Schedule AngularJS REST API FF Issues List F2F Challenge,"['Java', 'Maven', 'Angular 2+']","['AWS', 'NodeJS']",39,1,1036440000,[500.0],['dwij']
30068354,Titan Eye - Proximity Hazard - Person Detection (F2F),"['R', 'Python', 'Other', 'Data Science']","['Microsoft Azure', 'Other']",78,4,1431300000,[750.0],['ketzjs09']
30068523,Quartz Energy - ID Tool - UAT Fixes - Part 2,"['Java', 'Angular 2+', 'Spring', 'Bootstrap']",['Other'],22,1,863700000,[450.0],['ouyangki']
30068522,Quartz Energy - ID Tool - UAT - Fixes Part 1,"['Java', 'Angular 2+', 'Spring', 'Bootstrap']",['Other'],30,1,863700000,[500.0],['ouyangki']
30069179,Power Xpert Bug Hunt 2nd Place,['Other'],['Other'],1,1,863700000,[600.0],['winterflame']
30069112,TCO18 Argentina Regionals lucasr: Argentina Marathon Winner,['Other'],['Other'],1,1,863700000,[100.0],['lucasr']
30069106,TCO18 India Regionals Balajiganapathi:SRM Winner,['Other'],['Other'],1,1,863700000,[450.0],['Balajiganapathi']
30068405,Topcoder Community app Member Profile Bus Event Generic Method,"['Java', 'Maven', 'Docker']",['Other'],13,1,1036440000,[300.0],['fivestarwy']
30068312,Topcoder API v2 Stand-alone NodeJS Heroku App,"['Heroku', 'Node.js', 'API']",['NodeJS'],18,2,950100000,[300.0],['Mayur.Joshi']
30068301,Topcoder Connect - Project Service Bug Fixes,['Node.js'],['NodeJS'],21,3,863684381,[600.0],['gfzabarino']
30068107,Ops Frac Schedule Batch Upload CSV to XLSX Conversion Frontend,"['Angular 2+', 'HTML', 'CSS', 'Node.js']",['NodeJS'],15,1,1036500000,[200.0],['anonymousjaggu']
30068116,TC Community App - Tabs,['ReactJS'],"['HTML', 'NodeJS']",30,1,863700000,[200.0],['diazz']
30068117,TC Community App - Countdown component,['ReactJS'],['NodeJS'],11,1,863700000,[200.0],['diazz']
30068608,SRM 735 ltaravilse Honor Match Prizes Payment,['Other'],['Other'],1,1,863700000,[100.0],['fal_rnd']
30068604,SRM 735 ltaravilse Honor Match Prizes Payment,['Other'],['Other'],1,1,863700000,[100.0],['nguyenphuong']
30068104,Ops Frac Schedule Batch Upload CSV to XLSX Conversion Backend,"['Java', 'Maven', 'SQL Server']",['Other'],15,2,897540000,[300.0],['akinwale']
30068585,SRM 735 ltaravilse Honor Match Prizes Payment,['Other'],['Other'],1,1,863700000,[100.0],['Carbenoid']
30067950,Topcoder - Legacy Processor Unit Testing,['Node.js'],['NodeJS'],12,1,1122900000,[300.0],['ngoctay']
30068247,Ethernet Projects,['Other'],['Other'],2,1,345300000,[60.0],['Amar21']
30068240,Nodeb ip service  Correction,['Other'],['Other'],1,1,258900000,[60.0],['SOMDEV']
30068039,TC Community App - Leaderboard fixes,['ReactJS'],"['HTML', 'NodeJS']",22,2,863700000,[200.0],['akinwale']
30068017,Docker Spark Env Setup F2F Challenge 2,"['Spark', 'Docker']",['Linux'],39,1,863700000,[300.0],['shubhamranjan']
