id,label,name,technologies,platforms,numRegistrants,REGISTRANTS,numSubmitters,SUBMISSIONS,duration,prizes,winners,Challenge_Overview
30095901,0,"hepius
call
transcription
sentiment
analysis
dockerize
deployment
step
update
","['Java', 'Docker', 'Spring']",['Microsoft Azure'],6,"rahulranjanmca
akinwale
codingdrone
sparemax
vlpro
Jatin.Arora",1,rahulranjanmca,863700000,[150.0],['rahulranjanmca'],"challenge
objective
challenge
dockerize
backend
api
update
azure
deployment
section
readme
file
explain
deploy
azure
app
service
new
docker
image
project
background
project
objective
analyze
customer
service
center
call
recording
sentiment
analysis
main
task
cover
project
follow
call
record
file
metadata
available
use
transcribe
audio
perform
sentiment
analysis
corpus
extract
key
topic
positive
negative
interaction
isolate
portion
conversation
factor
finally
visualize
output
along
filter
aggregation
technology
stack
java
spring
boot
azure
sdk
java
speech
text
analytics
azure
blob
storage
optional
mssql
azure
sql
database
individual
requirement
challenge
input
backend
api
code
attach
forum
scope
dockerize
application
either
create
dockerfile
use
maven
plugin
document
create
docker
image
update
readme
document
deploy
docker
image
azure
app
service
deployment
guide
make
sure
azure
deployment
section
update
used
validation
"
30095822,0,"challenge
service
add
user
detail
challenge
detail
api
","['Java', 'Maven', 'SQL']",['Other'],26,"gurmeetb
rahulranjanmca
Tripurari_RAy
NhlaksMaestro
akinwale
gets0ul
codingdrone
Manjari_SN
niks20
wangchong756
para3424
rashmi73
gauravseta
vlpro
Kishanavast
dimeros
sylar
sparemax
ravi0213.dtu
tejaswinig
_sushilshinde
ulasalasreenath
krisjen
vendra13
yanhelbk
deedee",2,"rahulranjanmca
sylar",881700000,[100.0],['rahulranjanmca'],"currently
member
challenge
api
like
http
userdetails
field
challenge
like
add
field
challenge
detail
api
like
http
general
requirement
please
use
dev
branch
development
userdetails
field
present
authuser
valid
present
otherwise
like
anonymous
machine
token
else
userdetails
field
contain
information
current
authuser
reuse
logic
member
challenge
file
update
reflect
change
please
userdetails
common
object
reuse
"
30097728,0,"hepius
call
transcription
analysis
agent
detail
","['Angular 2+', 'D3.JS', 'SCSS', 'HTML5']",['NodeJS'],5,"akinwale
rahulranjanmca
vlpro
codingdrone
candy_nsd",2,"rahulranjanmca
vlpro",86100000,[500.0],['rahulranjanmca'],"welcome
hepius
call
transcription
analysis
agent
detail
challenge
look
help
create
agent
detail
page
minor
change
read
challenge
specification
carefully
watch
forum
question
feedback
concern
challenge
let
u
know
question
challenge
forum
requirement
scope
challenge
create
agent
detail
page
create
auvio
wave
flow
placeholder
change
default
select
data
agent
detail
page
user
go
page
clicking
agent
name
record
detail
page
agent
name
dashboard
note
back
button
show
right
title
base
previous
page
reuse
already
create
component
call
average
call
duration
sentiment
analysis
make
sure
make
change
need
agent
profile
id
make
sure
consistent
color
positive
neutral
negative
sentiment
analysis
reuse
dashboard
update
endpoint
call
reuse
dashboard
update
endpoint
average
call
duration
reuse
dashboard
update
endpoint
call
record
please
reuse
table
component
dashboard
note
table
tab
share
component
later
change
tablet
component
update
export
export
xml
file
audio
wave
please
check
screens
implement
flow
functionality
change
placeholder
image
number
call
average
call
duration
topic
please
change
default
select
tab
day
default
range
last
day
apply
dashboard
agent
detail
please
check
forum
important
use
late
angular
chart
use
focus
desktop
screen
size
component
component
derive
base
configuration
configuration
file
contain
required
configuration
require
render
page
use
linter
jest
best
practice
library
maintain
code
quality
submission
follow
angular
coding
guideline
put
clear
component
create
file
explains
deploy
submission
structure
command
create
clear
documentation
set
submission
locally
specific
requirement
provide
comment
page
element
give
clear
explanation
code
usage
goal
help
future
developer
understand
code
please
use
clean
indentation
html
code
future
developer
follow
code
html
code
name
conflict
error
element
attribute
name
lowercase
use
camel
name
separate
class
maincontent
use
semantically
correct
use
h
tags
header
etc
use
strong
em
tag
instead
bold
italic
tag
inline
cs
style
place
external
stylesheet
validate
reviewer
may
accept
minor
validation
error
please
comment
reason
validation
error
use
validators
list
scorecard
provide
comment
css
code
cs
comment
give
clear
explanation
code
usage
goal
help
future
developer
understand
code
please
use
clean
indentation
cs
developer
follow
code
cs
name
conflict
possible
use
style
create
style
use
css
space
object
image
gifs
pngs
use
proper
structural
cs
lay
page
use
table
tag
table
page
layout
javascript
recommend
combination
angular
bootstrap
challenge
make
sure
follow
best
practice
technology
javascript
use
copyright
third
party
encourage
use
script
script
free
publicly
available
copyright
statement
author
recognition
requirement
anywhere
code
fine
use
source
code
encourage
use
script
script
free
publicly
available
copyright
statement
author
recognition
requirement
anywhere
code
image
image
properly
compress
still
good
visual
quality
please
use
best
practice
repetition
usage
background
base
image
please
use
sprite
use
icon
submission
make
sure
submission
look
sharp
retina
standard
device
wherever
make
sense
use
icon
font
instead
image
web
browser
requirement
microsoft
edge
firefox
late
version
safari
late
version
chrome
late
version
"
30095703,0,"sia
smart
investment
advisor
data
preparation
",['Python'],['Other'],14,"VietHTran
krisjen
akinwale
rahulranjanmca
codingdrone
dbot_5
hariniWipro
NhlaksMaestro
IC1101
abhi_997
coolash_garg
wywhyy
para3424
phoenix1992",2,"IC1101
wywhyy",863700000,[250.0],['IC1101'],"challenge
objective
create
base
code
optimization
module
import
sample
data
project
background
build
smart
investment
advisor
platform
empower
user
site
find
new
idea
optimize
trade
portfolio
base
proven
theory
pioneer
nobel
economist
traditional
site
allow
user
see
price
chart
data
individual
stock
provide
holistic
view
portfolio
typical
market
offer
generic
financial
budgeting
product
offer
portfolio
analytics
tailor
user
stock
idea
hand
professional
asset
manager
enjoy
advantage
analytical
tool
help
understand
interaction
stock
portfolio
context
thereby
create
optimal
portfolio
structure
achieve
best
return
however
capabilities
available
retail
investor
aim
bring
power
retail
investor
whether
user
financial
news
portal
account
holder
online
brokerage
make
tool
intuitive
simple
enjoyable
use
challenge
set
base
code
optimization
module
read
sample
data
technology
stack
docker
csv
individual
requirement
create
base
code
optimization
module
create
base
code
optimization
module
use
python
flask
restplus
right
one
endpoint
post
take
sample
price
factor
market
benchmark
portfolio
data
produce
optimize
portfolio
output
mock
optimization
challenge
input
data
give
sample
file
available
forum
see
sheet
pricedata
factordata
marketdata
benchmark
testportfolio
note
api
accept
json
data
format
raw
file
map
sheet
column
json
attribute
response
also
json
format
test
portfolio
input
starter
code
format
definitely
change
future
create
script
read
sample
data
call
optimization
module
script
read
raw
sample
file
parse
sheet
json
call
optimization
endpoint
print
result
stdout
create
dockerfile
create
dockerfile
run
serve
optimization
module
api
submit
submit
application
code
submit
readme
detail
configure
run
api
"
30095687,0,"switch
tool
update
payout
message
offer
screen
email
template
","['Java', 'Angular 2+']",['Other'],9,"rahulranjanmca
akinwale
gauravseta
codingdrone
krisjen
hritikwadhwa
daga_sumit
summer_ys
JITINDRA2093",2,"gauravseta
daga_sumit",863700000,[50.0],['daga_sumit'],"challenge
objective
fix
identify
issue
project
background
create
switch
tool
fix
bug
fix
technology
stack
java
angular
mysql
maven
pdf
parse
requirement
please
request
access
codebase
http
self
register
http
please
request
zeplin
access
forum
access
design
http
please
fix
follow
issue
https
please
fix
email
template
repo
accordingly
"
30095596,1,"switch
tool
ui
issue
fix
","['Java', 'Angular 2+']",['Other'],11,"rahulranjanmca
akinwale
raunak1001
daga_sumit
Timor
csy2012
MihCoder
ouyangki
vishnu.k80
JITINDRA2093
phoenix1992",2,"rahulranjanmca
akinwale",863700000,[150.0],['akinwale'],"challenge
objective
fix
identify
issue
project
background
create
switch
tool
fix
bug
fix
technology
stack
java
angular
mysql
maven
pdf
parse
requirement
please
request
access
codebase
http
self
register
http
please
fix
follow
issue
https
https
http
please
fix
email
template
repo
accordingly
"
30095563,0,"topcoder
connect
redesign
metadata
sidebar
","['ReactJS', 'SCSS']",['Other'],10,"akinwale
gauravseta
LieutenantRoger
vlpro
sexta13
Timor
Luxios
harshak68
daga_sumit
para3424",3,"vlpro
gauravseta
sexta13",863700000,[175.0],['vlpro'],"replace
second
top
toolbar
sidebar
use
existent
component
project
background
topcode
connect
application
topcoder
customer
use
topcoder
connect
input
requirement
project
manager
copilot
take
previous
challenge
create
user
sidebar
show
several
page
like
create
similar
sidebar
replace
second
top
toolbar
metadata
edit
page
technology
stack
react
redux
cs
module
code
access
work
challenge
do
one
repository
connect
app
repo
http
branch
user
test
provide
forum
individual
requirement
create
metadatsidebar
existent
sidebar
component
usersidebar
look
like
see
live
demo
deploy
mention
branch
locally
open
http
also
metadata
related
page
https
second
top
toolbar
look
like
want
remove
second
top
toolbar
metadata
page
list
detail
show
sidebar
instead
like
list
like
detail
detail
page
make
sure
content
go
table
screen
size
guess
make
class
enough
implement
new
component
call
metadatasidebar
show
menu
item
currently
second
top
toolbar
show
user
data
sidebar
menu
existent
component
second
toolbar
remove
code
use
place
project
click
menu
item
metadatasidebar
select
long
inside
section
list
detail
page
example
next
page
https
http
form
menu
item
select
see
next
section
achieve
enhance
menuitem
component
currently
want
keep
menuitem
active
page
like
variation
route
like
use
isactive
prop
menuitem
see
example
usage
far
custom
logic
repeat
already
existent
functionality
navlink
component
exact
prop
see
exact
documentation
use
isactive
use
exact
prop
instead
functionality
update
menuitem
support
exact
param
link
keep
isactive
use
exact
param
metadata
page
update
existent
place
use
exact
instead
isactive
general
requirement
make
unnecessary
change
code
make
easy
merge
change
work
parallel
style
use
color
https
new
color
introduce
design
please
replace
close
one
variables
exception
new
green
color
replace
blue
color
concern
regard
color
please
ask
forum
avoid
use
multilevel
nest
sc
use
cs
module
add
prefixes
nest
class
selector
use
global
cs
module
unless
change
global
style
new
style
use
global
user
react
redux
best
practice
standard
establish
repository
lint
pas
existent
unit
test
pass
git
patch
without
error
warning
question
concern
hesitate
raise
question
forum
"
30095550,1,"switch
tool
fix
documentation
",['Java'],['Other'],6,"akinwale
codingdrone
Zhan8
iov
sparemax
duxiaoyang",2,"akinwale
iov",863700000,[50.0],['akinwale'],"challenge
objective
fix
documentation
repos
project
background
create
switch
tool
fix
bug
fix
technology
stack
java
angular
mysql
maven
pdf
parse
requirement
please
request
access
codebase
http
please
fix
variable
method
class
documentation
repos
ensure
complete
correct
"
30095549,0,"switch
tool
ensure
sent
email
display
correctly
","['Java', 'Angular 2+']",['Other'],12,"akinwale
codingdrone
ouyangki
Gungz
sparemax
arulraj
laidage
NhlaksMaestro
rahulranjanmca
wangchong756
sumit.das4
para3424",1,ouyangki,863700000,[100.0],['ouyangki'],"challenge
objective
fix
email
display
issue
project
background
create
switch
tool
fix
bug
fix
technology
stack
java
angular
mysql
maven
pdf
parse
requirement
please
request
access
codebase
http
please
fix
issue
http
"
30095514,1,"topcoder
connect
redesign
notification
sidebar
fix
","['ReactJS', 'SCSS']",['Other'],7,"akinwale
solokop
vlpro
Luxios
gauravseta
codingdrone
krisjen",1,akinwale,863700000,[130.0],['akinwale'],"add
existent
sidebar
component
notification
list
page
make
small
visual
fix
project
background
topcode
connect
application
topcoder
customer
use
topcoder
connect
input
requirement
project
manager
copilot
take
previous
challenge
create
user
sidebar
show
several
page
like
add
sidebar
one
page
technology
stack
react
redux
cs
module
code
access
work
challenge
do
one
repository
connect
app
repo
http
branch
user
test
provide
forum
individual
requirement
add
sidebar
notification
page
existent
sidebar
component
usersidebar
look
like
see
live
demo
deploy
mention
branch
locally
open
http
show
sidebar
page
notification
list
http
see
screenshot
center
current
ui
remain
space
keep
current
implement
mobile
device
add
one
menu
item
usersidebar
title
notification
lead
notification
page
reuse
twocolslayout
component
two
column
layout
like
do
project
list
page
keep
sidebar
stickable
see
demo
video
fix
another
similar
sidebar
component
show
project
detail
page
look
like
want
fix
couple
small
visual
issue
project
like
show
reference
code
new
design
show
date
show
line
date
round
background
see
explanation
background
color
label
rest
style
ref
code
padding
keep
like
old
design
create
project
use
customer
user
see
delete
button
currently
show
title
like
show
next
project
link
see
explanation
use
next
project
test
use
customer
user
provide
forum
general
requirement
make
unnecessary
change
code
make
easy
merge
change
work
parallel
style
use
color
https
new
color
introduce
design
please
replace
close
one
variables
exception
new
green
color
replace
blue
color
concern
regard
color
please
ask
forum
avoid
use
multilevel
nest
sc
use
cs
module
add
prefixes
nest
class
selector
use
global
cs
module
unless
change
global
style
new
style
use
global
user
react
redux
best
practice
standard
establish
repository
lint
pas
existent
unit
test
pass
git
patch
without
error
warning
question
concern
hesitate
raise
question
forum
"
30095498,0,"topcoder
resource
api
update
resourcerole
model
","['Swagger', 'Node.js', 'Elasticsearch', 'Express']",['NodeJS'],10,"akinwale
solokop
vlpro
phoenix103
TICKET_46076
sparemax
icemanzzz
codingdrone
krisjen
daga_sumit",2,"icemanzzz
TICKET_46076",863700000,[150.0],['icemanzzz'],"challenge
objective
update
resourcerole
model
base
detailed
requirement
tech
stack
swagger
dynamodb
elasticsearch
project
background
series
challenge
build
version
challenge
api
code
access
repo
http
branch
develop
detailed
requirement
detailed
requirement
challenge
find
https
post
question
github
question
feel
free
ask
challenge
forum
submit
submit
git
patch
file
late
commit
develop
branch
make
sure
mention
exact
commit
use
apply
patch
without
issue
verification
document
detail
verify
submission
"
30095466,1,"switch
tool
back
button
category
storage
","['Java', 'Angular 2+', 'MySQL']",['Other'],9,"sparemax
akinwale
armaan6651
rakeshhld
solokop
daga_sumit
sexta13
filipus8
linuxuser",1,akinwale,863700000,[100.0],['akinwale'],"challenge
objective
repo
add
back
button
offer
page
move
back
bill
comparision
page
repo
store
parse
data
category
separate
table
project
background
create
switch
tool
fix
bug
fix
technology
stack
java
angular
mysql
maven
pdf
parse
requirement
please
request
access
codebase
http
follow
issue
scope
https
http
make
sure
code
welll
document
lint
error
winner
send
mr
repos
"
30095373,0,"tosca
add
grid
canvas
",['Angular 2+'],['HTML'],11,"akinwale
ya3ya6
vlpro
princes91221
vignesh14thnov
HeVy
gargdeepak22396
rohitgupta_
arulraj
krisjen
Tiksha97",5,"HeVy
vlpro
vignesh14thnov
arulraj
ya3ya6",863700000,[100.0],['HeVy'],"require
add
background
grid
canvas
page
https
canvas
currently
plain
gray
background
update
background
follow
snapshot
http
require
add
similar
grid
canvas
base
submission
provide
forum
"
30095272,1,"switch
tool
extract
previous
bill
summary
",['Java'],['Other'],15,"akinwale
Kamesh.Burde
raunak1001
rahulranjanmca
ashok.das1
inventionsbyhamid
JITINDRA2093
arulraj
TMALBONPH
gabcosta
Gando19850304
jacky.ma
phoenix1992
dpkdns
priyank.patidar",2,"akinwale
arulraj",863700000,[200.0],['akinwale'],"challenge
objective
update
bill
parser
parse
previous
bill
info
project
background
bill
parser
library
par
bill
data
pdf
file
improve
technology
stack
java
maven
pdf
parse
requirement
please
request
code
access
forum
http
check
screenshots
extract
https
make
sure
fix
work
sample
pdf
file
repo
make
sure
code
well
document
well
"
30095270,0,"performance
showdown
angular
app
performance
report
","['Angular 2+', 'TypeScript', 'Node.js']",['Other'],10,"akinwale
dhruvit_r
para3424
rahulranjanmca
JITINDRA2093
mulish
phoenix1992
sparemax
krisjen
priyalbansal15",1,dhruvit_r,863700000,[300.0],['dhruvit_r'],"challenge
objective
update
provide
performance
report
project
background
want
performance
test
hapi
vs
nest
redis
v
mongodb
technology
stack
redis
mongodb
option
docker
node
typescript
nx
http
hapi
http
nestjs
http
requirement
previously
create
performance
report
backend
api
small
data
weareable
big
data
accessory
hapi
mongodb
redis
nest
mongodb
redis
challenge
want
update
file
create
container
run
nest
hapi
together
api
update
artillery
test
file
create
performance
report
angular
app
follow
performance
report
angular
app
create
use
small
data
weareable
nest
v
hapi
use
mongodb
redis
storage
use
big
data
accessory
nest
v
hapi
use
mongodb
redis
storage
use
small
data
weareable
nest
v
hapi
use
mongodb
redis
storage
use
big
data
accessory
nest
v
hapi
use
mongodb
redis
storage
"
30095109,0,"performance
showdown
app
performance
boost
","['TypeScript', 'Node.js']",['Other'],18,"akinwale
Gando19850304
e06widu
kyle121781
dhruvit_r
krisjen
mulish
NhlaksMaestro
rahulranjanmca
DooMachine
para3424
renqingwei123
applehit16
gargdeepak22396
menji
Rakesh.Sa
vishnu038
phoenix1992",1,dhruvit_r,863520000,[300.0],['dhruvit_r'],"challenge
objective
update
provide
performance
report
project
background
want
performance
test
hapi
vs
nest
redis
v
mongodb
technology
stack
redis
mongodb
option
docker
node
typescript
nx
http
hapi
http
nestjs
http
requirement
find
late
code
http
also
create
performance
report
attach
forum
big
payload
accessory
data
small
payload
wearable
data
want
make
following
change
first
please
update
use
framework
hapi
nest
api
please
support
page
extra
pagesize
pageindex
start
pagesize
pageindex
return
data
make
following
change
change
use
state
transfer
api
initial
load
http
change
ui
use
virtual
scroller
render
data
grid
like
https
match
style
render
product
grid
create
new
angular
app
mostly
app
except
initial
load
state
transfer
call
api
pagesize
pageindex
transfer
state
keep
minimum
page
load
fetch
rest
data
api
note
data
cache
locally
difference
angular
app
transfer
state
product
initially
one
transfer
state
visible
product
initially
"
